"Column A Destination ZIP Codes","Column B Label Container To"
"	16836, 16850","	FRENCHVILLE PA 16836"
"	16837, 16863","	OLANTA PA 16863"
"	16839, 16858, 16860","	MORRISDALE PA 16858"
"	16845, 16871","	KARTHAUS PA 16845"
"	16901, 16921, 16935, 16938","	WELLSBORO PA 16901"
"	16915, 16923, 16941","	COUDERSPORT  PA 16915"
"	16927, 16950","	WESTFIELD PA 16950"
"	17001, 17011","	CAMP HILL PA 17011"
"	17016, 17083","	CORNWALL PA 17016"
"	17042, 17046","	LEBANON PA 17042"
"	17050, 17055","	MECHANICSBURG PA 17050"
"	17105-17107, 17120-17130","	HARRISBURG PA 17107"
"	17212, 17238","	NEEDMORE PA 17238"
"	17219-17220","	DRY RUN PA 17220"
"	17223, 17233","	MC CONNELLSBURG PA 17233"
"	17228-17229","	HUSTONTOWN PA 17229"
"	17331-17333","	HANOVER PA 17331"
"	17401, 17403","	YORK PA 17401"
"	17404, 17408","	YORK PA 17404"
"	17406-17407","	YORK PA 17406"
"	17518, 17532","	HOLTWOOD PA 17532"
"	17601, 17605-17606","	LANCASTER  PA 17601"
"	17603, 17607-17608","	LANCASTER  PA 17603"
"	17701-17703, 17728","	WILLIAMSPORT PA 17701"
"	17723, 17739-17740, 17769, 17776","	JERSEY SHORE PA 17740"
"	17724, 17768","	CANTON PA 17724"
"	17801, 17877","	SUNBURY PA 17801"
"	17812, 17843","	BEAVER SPRINGS PA 17812"
"	17814, 17878","	BENTON PA 17814"
"	17821-17822","	DANVILLE PA 17821"
"	17823, 17836, 17867","	DORNSIFE PA 17823"
"	17834, 17866, 17872","	SHAMOKIN  PA 17872"
"	17856, 17886","	WEST MILTON PA 17886"
"	17901, 17974","	POTTSVILLE PA 17901"
"	17931-17932, 17934, 17949","	FRACKVILLE PA 17931"
"	17963, 17966, 17981","	PINE GROVE PA 17963"
"	18015-18016, 18018","	BETHLEHEM PA 18016"
"	18017, 18020","	BETHLEHEM PA 18017"
"	18040, 18043, 18045","	EASTON PA 18045"
"	18042, 18044","	EASTON PA 18042"
"	18049, 18098-18099","	EMMAUS PA 18049"
"	18101-18102","	ALLENTOWN PA 18101"
"	18201-18202","	HAZELTON PA 18201"
"	18347-18348","	POCONO LAKE PA 18347"
"	18428, 18438","	HAWLEY PA 18428"
"	18441, 18446","	NICHOLSON PA 18446"
"	18501-18502","	SCRANTON PA 18501"
"	18503, 18505","	SCRANTON PA 18505"
"	18507, 18517-18518","	SCRANTON PA 18517"
"	18508, 18519","	SCRANTON PA 18519"
"	18509-18510","	SCRANTON PA 18509"
"	18612, 18690","	DALLAS PA 18612"
"	18640-18644","	PITTSTON PA 18640"
"	18701-18702","	WILKES BARRE PA 18701"
"	18703, 18710, 18773","	WILKES BARRE PA 18703"
"	18704, 18708-18709","	WILKES BARRE PA 18704"
"	18705-18707","	WILKES BARRE PA 18705"
"	18711, 18764","	WILKES BARRE PA 18711"
"	18767, 18769","	WILKES BARRE PA 18767"
"	18954, 18966","	SOUTHAMPTON PA 18966"
"	18974, 18991","	WARMINSTER PA 18974"
"	19019, 19092-19093, 19102-19104, 19161, 19170-19172, 19175, 19178, 19181, 19183, 19188, 19191-19192, 19195-19197","	PHILADELPHIA PA 19104"
"	19025, 19034","	FT WASHINGTON PA 19034"
"	19043, 19074","	NORWOOD PA 19074"
"	19106-19107, 19109-19110","	PHILADELPHIA PA 19106"
"	19112, 19145","	PHILADELPHIA PA 19145"
"	19122-19123","	PHILADELPHIA PA 19122"
"	19124, 19137","	PHILADELPHIA PA 19124"
"	19244, 19255","	PHILADELPHIA PA 19255"
"	19331, 19339-19340","	CONCORDVILLE PA 19331"
"	19335, 19372","	DOWNINGTON PA 19335"
"	19341, 19353","	EXTON PA 19341"
"	19342, 19373","	GLEN MILLS PA 19342"
"	19397-19399","	SOUTHEASTERN PA 19399"
"	19422, 19424","	BLUE BELL PA 19422"
"	19438, 19441","	HARLEYSVILLE PA 19438"
"	19454-19455","	NORTH WALES PA 19454"
"	19601, 19610-19611","	READING PA 19601"
"	19602, 19606","	READING PA 19602"
"	19604-19605","	READING PA 19604"
"	19608-19609","	READING PA 19608"
"	19711, 19718","	NEWARK DE 19711"
"	19714-19715","	NEWARK DE 19714"
"	19720-19721","	NEW CASTLE DE 19720"
"	19850, 19880, 19885, 19891-19893, 19895","	WILMINGTON DE 19850"
"	19890, 19899","	WILMINGTON DE 19890"
"	19897-19898","	WILMINGTON DE 19897"
"	19901-19904","	DOVER DE 19901"
"	19940, 21875","	DELMAR DE 19940"
"	19944, 19975","	SELBYVILLE DE 19975"
"	19954, 19963","	MILFORD DE 19963"
"	19967, 19970","	OCEAN VIEW DE 19970"
"	20006, 20052","	WASHINGTON DC 20006"
"	20007, 20057","	WASHINGTON DC 20007"
"	20011, 20039","	WASHINGTON DC 20011"
"	20019, 20029","	WASHINGTON DC 20019"
"	20020, 20030","	WASHINGTON DC 20020"
"	20059-20060, 20066, 20071, 20076, 20080-20081","	WASHINGTON DC 20066"
"	20108-20110","	MANASSAS VA 20109"
"	20111-20112","	MANASSAS VA 20111"
"	20115-20116","	MARSHALL VA 20115"
"	20117-20118","	MIDDLEBURG VA 20117"
"	20121-20122","	CENTREVILLE VA 20121"
"	20132, 20134","	PURCELLVILLE VA 20132"
"	20141-20142","	ROUND HILL VA 20141"
"	20146-20147","	ASHBURN VA 20147"
"	20151-20153","	CHANTILLY VA 20151"
"	20155-20156","	GAINESVILLE VA 20155"
"	20158-20159","	HAMILTON VA 20158"
"	20164, 20167","	STERLING VA 20164"
"	20165-20166","	POTOMAC FALLS VA 20165"
"	20168-20169","	HAYMARKET VA 20169"
"	20170, 20172","	HERNDON VA 20170"
"	20176-20177","	LEESBURG VA 20176"
"	20181-20182","	NOKESVILLE VA 20181"
"	20184-20185","	UPPERVILLE VA 20184"
"	20186-20187","	WARRENTON VA 20186"
"	20190, 20195","	RESTON VA 20190"
"	20703, 20706","	LANHAM MD 20706"
"	20704-20705","	BELTSVILLE MD 20705"
"	20715, 20720-20721","	BOWIE MD 20715"
"	20716-20717","	MITCHELLVILLE MD 20716"
"	20723-20724","	LAUREL MD 20723"
"	20731, 20743","	CAPITOL HEIGHTS MD 20743"
"	20740-20741","	COLLEGE PARK MD 20740"
"	20744, 20749","	FORT WASHINGTON MD 20744"
"	20745, 20750","	OXON HILL MD 20745"
"	20746, 20752","	SUITLAND MD 20746"
"	20747, 20753","	DISTRICT HEIGHTS MD 20747"
"	20748, 20757","	TEMPLE HILLS MD 20748"
"	20768, 20770","	GREENBELT MD 20770"
"	20772-20773","	UPPER MARLBORO MD 20772"
"	20774, 20792","	LARGO MD 20774"
"	20817, 20827","	WEST BETHESDA MD 20817"
"	20830, 20832","	OLNEY MD 20832"
"	20847, 20852","	ROCKVILLE MD 20852"
"	20848, 20851, 20853","	ROCKVILLE MD 20851"
"	20849-20850","	ROCKVILLE MD 20850"
"	20854, 20859","	POTOMAC MD 20854"
"	20861-20862","	ASHTON MD 20861"
"	20874-20876","	GERMANTOWN MD 20874"
"	20877, 20884","	GAITHERSBURG MD 20877"
"	20878, 20885","	GAITHERSBURG MD 20878"
"	20879, 20886","	MONTGOMERY VILLAGE MD 20879"
"	20891, 20895","	KENSINGTON MD 20895"
"	20897-20898","	SUBURBAN MD FAC MD 20898"
"	20902, 20915","	WHEATON MD 20902"
"	20905, 20914","	COLESVILLE MD 20905"
"	20906, 20916","	ASPEN HILL MD 20906"
"	20907, 20910-20911","	SILVER SPRING MD 20910"
"	20912, 20918","	SILVER SPRING MD 20912"
"	21005, 21010","	ABERDEEN PROVING GRO MD 21005"
"	21014-21015","	BEL AIR MD 21014"
"	21030-21031","	COCKEYSVILLE MD 21030"
"	21042-21043","	ELLICOTT CITY MD 21043"
"	21060-21061","	GLEN BURNIE MD 21061"
"	21075-21077","	ELKRIDGE MD 21075"
"	21088, 21102","	MANCHESTER MD 21102"
"	21093-21094","	LUTHERVILLE MD 21093"
"	21104, 21133","	RANDALLSTOWN MD 21133"
"	21108, 21240","	MILLERSVILLE MD 21108"
"	21157-21158","	WESTMINSTER MD 21157"
"	21204, 21252, 21284-21286","	TOWSON MD 21286"
"	21205, 21213","	BALTIMORE MD 21205"
"	21210-21211","	HAMPDEN ROLAND PARK MD 21211"
"	21219, 21222","	DUNDALK MD 21222"
"	21225-21226","	BROOKLYN MD 21225"
"	21501-21502","	CUMBERLAND MD 21502"
"	21540, 21562","	WESTERNPORT MD 21562"
"	21607, 21623, 21644","	CHURCH HILL MD 21623"
"	21610, 21667, 21678","	WORTON MD 21678"
"	21613, 21673","	CAMBRIDGE MD 21613"
"	21619, 21666","	STEVENSVILLE MD 21666"
"	21624, 21663","	SAINT MICHAELS MD 21663"
"	21631, 21643, 21659","	HURLOCK MD 21643"
"	21636, 21640","	GOLDSBORO MD 21636"
"	21647, 21653","	NEWCOMB MD 21653"
"	21648, 21677","	WOOLFORD MD 21677"
"	21665, 21676","	WITTMAN MD 21676"
"	21701, 21705","	FREDERICK MD 21701"
"	21716, 21758","	BRUNSWICK MD 21716"
"	21723, 21765, 21797","	WOODBINE MD 21797"
"	21754, 21774","	NEW MARKET MD 21774"
"	21801-21804","	SALISBURY MD 21801"
"	21821, 21853","	PRINCESS ANNE MD 21853"
"	21822, 21826, 21830, 21856, 21865","	EDEN MD 21822"
"	21829, 21841, 21863","	SNOW HILL MD 21863"
"	21842-21843","	OCEAN CITY MD 21842"
"	21850, 21852","	PITTSVILLE MD 21850"
"	21857, 21871","	WESTOVER MD 21871"
"	21915, 21921","	ELKTON MD 21921"
"	22009, 22015","	BURKE VA 22015"
"	22041, 22044, 22046","	FALLS CHURCH VA 22041"
"	22079, 22199","	LORTON VA 22079"
"	22101, 22106","	MCLEAN VA 22101"
"	22124, 22181","	OAKTON VA 22124"
"	22191, 22194","	WOODBRIDGE VA 22191"
"	22192, 22195","	WOODBRIDGE VA 22192"
"	22201, 22210","	ARLINGTON VA 22201"
"	22205, 22213","	ARLINGTON VA 22205"
"	22209, 22219","	ROSSLYN VA 22209"
"	22301, 22313","	ALEXANDRIA VA 22301"
"	22306, 22308","	COMMUNITY VA 22306"
"	22311-22312","	ALEXANDRIA VA 22311"
"	22401-22402, 22408","	FREDERICKSBURG VA 22401"
"	22403, 22405-22406","	FALMOUTH VA 22403"
"	22404, 22407","	FREDERICKSBURG VA 22404"
"	22430, 22554-22556","	STAFFORD VA 22554"
"	22432, 22456","	BURGESS VA 22432"
"	22438, 22476, 22509","	CHAMPLAIN VA 22438"
"	22472, 22570","	HAYNESVILLE VA 22472"
"	22485, 22544","	KING GEORGE VA 22485"
"	22520, 22558, 22581","	MONTROSS VA 22520"
"	22601, 22604","	WINCHESTER VA 22601"
"	22602-22603","	WINCHESTER VA 22602"
"	22801-22803, 22834, 22841, 22850","	HARRISONBURG VA 22801"
"	22904-22910","	CHARLOTTESVILLE VA 22906"
"	22960, 22989","	ORANGE VA 22960"
"	22967, 22976","	ROSELAND VA 22967"
"	23001, 23155","	ACHILLES VA 23001"
"	23009, 23106","	AYLETT VA 23009"
"	23014, 23063, 23065, 23067, 23153","	GOOCHLAND VA 23063"
"	23023, 23148, 23161","	ST STEPHENS CHURCH VA 23148"
"	23031, 23149","	SALUDA VA 23149"
"	23032, 23079, 23175, 23180","	URBANNA VA 23175"
"	23039, 23102, 23129","	MAIDENS VA 23102"
"	23045, 23056, 23068, 23076, 23109, 23119, 23125, 23130, 23138, 23163","	MATHEWS VA 23109"
"	23058-23060","	GLEN ALLEN VA 23060"
"	23072, 23107","	HAYES VA 23072"
"	23091, 23108, 23156","	SHACKLEFORDS VA 23156"
"	23093, 23170","	LOUISA VA 23093"
"	23113-23114","	MIDLOTHIAN VA 23113"
"	23185-23187","	WILLIAMSBURG VA 23185"
"	23219, 23232, 23260-23261, 23284-23285, 23298","	RICHMOND VA 23232"
"	23229, 23255, 23294","	RICHMOND VA 23229"
"	23233, 23238, 23242","	RICHMOND VA 23233"
"	23234, 23237","	RICHMOND VA 23234"
"	23302-23303, 23396, 23416, 23426, 23442, 23488","	OAK HALL VA 23416"
"	23306, 23341, 23345, 23486","	BELLE HAVEN VA 23306"
"	23308, 23409","	BLOXOM VA 23308"
"	23310, 23419, 23429","	CAPE CHARLES VA 23310"
"	23320, 23326-23327","	CHESAPEAKE VA 23320"
"	23322, 23328","	CHESAPEAKE VA 23322"
"	23336-23337","	CHINCOTEAGUE IS VA 23336"
"	23398, 23482","	JAMESVILLE VA 23398"
"	23412, 23414","	NELSONIA VA 23414"
"	23430-23431","	SMITHFIELD VA 23430"
"	23432-23433, 23435-23436","	SUFFOLK VA 23435"
"	23434, 23437-23439","	SUFFOLK VA 23434"
"	23450, 23452","	VIRGINIA BEACH VA 23450"
"	23451, 23459","	VIRGINIA BEACH VA 23451"
"	23453, 23456","	VIRGINIA BEACH VA 23456"
"	23455, 23471","	VIRGINIA BEACH VA 23455"
"	23462, 23466","	VIRGINIA BEACH VA 23462"
"	23463, 23465","	VIRGINIA BEACH VA 23463"
"	23464, 23467","	VIRGINIA BEACH VA 23464"
"	23502, 23541","	NORFOLK VA 23502"
"	23504, 23509","	NORFOLK VA 23509"
"	23507, 23517","	NORFOLK VA 23517"
"	23508, 23529","	NORFOLK VA 23508"
"	23602, 23609","	NEWPORT NEWS VA 23602"
"	23603-23604","	FORT EUSTIS VA 23604"
"	23651, 23663","	HAMPTON VA 23663"
"	23690-23693","	YORKTOWN VA 23690"
"	23701-23702","	PORTSMOUTH VA 23701"
"	23704-23705, 23707","	PORTSMOUTH VA 23707"
"	23708-23709","	PORTSMOUTH VA 23708"
"	23803-23806","	PETERSBURG VA 23803"
"	23822, 23833, 23850, 23894","	CHURCH ROAD VA 23833"
"	23831, 23836","	CHESTER VA 23831"
"	23832, 23838","	CHESTERFIELD VA 23832"
"	23839, 23846","	DENDRON VA 23839"
"	23867, 23870, 23897","	JARRATT VA 23867"
"	23890-23891","	WAVERLY VA 23890"
"	23901, 23909, 23943","	FARMVILLE VA 23901"
"	23924, 23941, 23964, 23968, 23976","	CHASE CITY VA 23924"
"	24001-24010","	ROANOKE VA 24001"
"	24011, 24014, 24016","	ROANOKE VA 24011"
"	24012-24013","	ROANOKE VA 24012"
"	24022-24038, 24040, 24042-24043","	ROANOKE VA 24022"
"	24060-24062","	BLACKSBURG VA 24060"
"	24112-24115","	MARTINSVILLE VA 24112"
"	24141-24143","	RADFORD VA 24141"
"	24201-24202","	BRISTOL VA 24201"
"	24210-24212","	ABINGDON VA 24210"
"	24401-24402","	STAUNTON VA 24401"
"	24437, 24467","	MOUNT SIDNEY VA 24467"
"	24501, 24504","	LYNCHBURG VA 24501"
"	24505-24506, 24513-24515","	LYNCHBURG VA 24505"
"	24541, 24543","	DANVILLE VA 24541"
"	24605, 24701","	BLUEFIELD WV 24701"
"	24714, 24733","	LASHMEET WV 24733"
"	24715, 24724","	BRAMWELL WV 24715"
"	24716, 24726","	BUD WV 24716"
"	24846, 24872","	PANTHER WV 24872"
"	24854, 24870","	OCEANA WV 24870"
"	24915, 24944","	GREEN BANK WV 24944"
"	24941, 24984","	GAP MILLS WV 24941"
"	25007, 25180","	ARNETT WV 25007"
"	25015, 25306, 25311, 25315","	CHARLESTON WV 25306"
"	25025, 25201","	TAD WV 25201"
"	25085, 25115","	GAULEY BRIDGE WV 25085"
"	25239, 25264","	COTTAGEVILLE WV 25239"
"	25245, 25271","	RIPLEY WV 25271"
"	25301-25302, 25375, 25389","	CHARLESTON WV 25301"
"	25303, 25309, 25387","	CHARLESTON WV 25303"
"	25304, 25314","	CHARLESTON WV 25304"
"	25312, 25320, 25360","	CHARLESTON WV 25320"
"	25313, 25356","	CHARLESTON WV 25313"
"	25321-25339","	CHARLESTON WV 25321"
"	25401-25402","	MARTINSBURG WV 25401"
"	25420-25421","	GERRARDSTOWN WV 25420"
"	25431, 25434","	PAW PAW WV 25434"
"	25601, 25654","	LOGAN WV 25601"
"	25702-25704","	HUNTINGTON WV 25704"
"	25801-25802","	BECKLEY WV 25801"
"	25846, 25936","	GLEN JEAN WV 25846"
"	25875-25876","	MC GRAWS WV 25875"
"	26104-26105","	PARKERSBURG WV 26104"
"	26138, 26148, 26152","	MACFARLAN WV 26148"
"	26155, 26162","	NEW MARTINSVILLE WV 26155"
"	26161, 26337","	CAIRO WV 26337"
"	26215, 26222, 26228, 26234, 26236","	ROCK CAVE WV 26234"
"	26327, 26421","	PULLMAN WV 26421"
"	26343, 26447","	WALKERSVILLE WV 26447"
"	26374, 26410","	NEWBURG WV 26410"
"	26519, 26537","	KINGWOOD WV 26537"
"	26554-26555","	FAIRMONT WV 26554"
"	26581, 26586","	LITTLETON WV 26581"
"	27104, 27114","	WINSTON SALEM NC 27104"
"	27106, 27116","	WINSTON SALEM NC 27106"
"	27107, 27117","	WINSTON SALEM NC 27107"
"	27203-27204","	ASHEBORO NC 27203"
"	27212, 27379","	YANCEYVILLE NC 27379"
"	27215-27216","	BURLINGTON NC 27215"
"	27228, 27312","	PITTSBORO NC 27312"
"	27284-27285","	KERNERSVILLE NC 27284"
"	27288-27289","	EDEN NC 27288"
"	27292-27294","	LEXINGTON NC 27292"
"	27320, 27323","	REIDSVILLE NC 27320"
"	27330-27331","	SANFORD NC 27330"
"	27360-27361","	THOMASVILLE NC 27360"
"	27405, 27415","	GREENSBORO NC 27405"
"	27406, 27416","	GREENSBORO NC 27406"
"	27514-27515","	CHAPEL HILL NC 27514"
"	27530, 27533","	GOLDSBORO NC 27530"
"	27532, 27534","	GOLDSBORO NC 27534"
"	27536-27537","	HENDERSON NC 27536"
"	27573-27574","	ROXBORO NC 27573"
"	27587-27588","	WAKE FOREST NC 27587"
"	27607, 27627","	RALEIGH NC 27607"
"	27610, 27620","	RALEIGH NC 27610"
"	27615, 27624","	RALEIGH NC 27615"
"	27705, 27715","	DURHAM NC 27705"
"	27707, 27717","	DURHAM NC 27707"
"	27709, 27711","	DURHAM NC 27709"
"	27712, 27722","	DURHAM NC 27712"
"	27833-27834","	GREENVILLE NC 27833"
"	27835, 27858","	GREENVILLE NC 27835"
"	27894-27896","	WILSON NC 27896"
"	27968, 27972, 27982","	RODANTHE NC 27968"
"	28001-28002","	ALBEMARLE NC 28001"
"	28025-28026","	CONCORD NC 28025"
"	28052-28053","	GASTONIA NC 28052"
"	28054-28055","	GASTONIA NC 28054"
"	28070, 28078","	HUNTERSVILLE NC 28078"
"	28081-28083","	KANNAPOLIS NC 28081"
"	28092-28093","	LINCOLNTON NC 28092"
"	28104-28106","	MATTHEWS NC 28104"
"	28110-28112","	MONROE NC 28110"
"	28144-28145","	SALISBURY NC 28144"
"	28150-28152","	SHELBY NC 28150"
"	28203-28204","	CHARLOTTE NC 28203"
"	28210, 28287","	CHARLOTTE NC 28210"
"	28211, 28222","	CHARLOTTE NC 28211"
"	28213, 28256","	CHARLOTTE NC 28213"
"	28230-28237","	CHARLOTTE NC 28230"
"	28241, 28273","	CHARLOTTE NC 28273"
"	28328-28329","	CLINTON NC 28328"
"	28334-28335","	DUNN NC 28334"
"	28352-28353","	LAURINBURG NC 28352"
"	28358-28360","	LUMBERTON NC 28358"
"	28379-28380","	ROCKINGHAM NC 28379"
"	28387-28388","	SOUTHERN PINES NC 28387"
"	28401-28402","	WILMINGTON NC 28401"
"	28403, 28406","	WILMINGTON NC 28403"
"	28404, 28411","	WILMINGTON NC 28404"
"	28408-28409","	WILMINGTON NC 28409"
"	28459, 28470","	SHALLOTTE NC 28459"
"	28467-28469","	CALABASH NC 28467"
"	28501-28504","	KINSTON NC 28501"
"	28540-28541, 28543, 28545","	JACKSONVILLE NC 28540"
"	28542, 28547","	CAMP LEJEUNE NC 28542"
"	28544, 28546","	JACKSONVILLE NC 28546"
"	28560-28562","	NEW BERN NC 28562"
"	28563-28564","	NEW BERN NC 28563"
"	28602-28603","	HICKORY NC 28602"
"	28655, 28680","	MORGANTON NC 28655"
"	28734, 28744","	FRANKLIN NC 28734"
"	28785-28786","	WAYNESVILLE NC 28785"
"	28804, 28814","	ASHEVILLE NC 28804"
"	29006, 29070","	LEESVILLE SC 29070"
"	29009, 29032","	BETHUNE SC 29009"
"	29015, 29065","	JENKINSVILLE SC 29065"
"	29033, 29169-29172","	CAYCE SC 29033"
"	29051, 29143","	GABLE SC 29051"
"	29061, 29209, 29290","	COLUMBIA SC 29209"
"	29067, 29175","	KERSHAW SC 29067"
"	29071-29072","	LEXINGTON SC 29072"
"	29115-29118","	ORANGEBURG SC 29115"
"	29150-29151, 29153","	SUMTER SC 29150"
"	29152, 29154","	SUMTER  SC 29152"
"	29201, 29211","	COLUMBIA SC 29201"
"	29204, 29240","	COLUMBIA SC 29204"
"	29206, 29260","	COLUMBIA SC 29206"
"	29210, 29221","	COLUMBIA SC 29210"
"	29223-29224","	COLUMBIA SC 29223"
"	29302, 29307","	SPARTANBURG SC 29302"
"	29303-29304, 29306, 29316","	SPARTANBURG SC 29306"
"	29340-29342","	GAFFNEY SC 29341"
"	29353, 29395","	JONESVILLE SC 29353"
"	29403, 29413","	CHARLESTON SC 29403"
"	29405, 29415","	CHARLESTON SC 29405"
"	29406, 29410, 29419, 29492","	CHARLESTON SC 29406"
"	29407, 29417","	CHARLESTON SC 29407"
"	29412, 29422","	CHARLESTON SC 29412"
"	29414, 29416","	CHARLESTON SC 29414"
"	29418, 29420, 29423","	CHARLESTON SC 29418"
"	29440, 29442","	GEORGETOWN SC 29440"
"	29455, 29457","	JOHNS ISLAND SC 29455"
"	29456, 29485","	SUMMERVILLE SC 29485"
"	29464-29466","	MOUNT PLEASANT SC 29464"
"	29483-29484","	SUMMERVILLE SC 29483"
"	29501-29502","	FLORENCE SC 29501"
"	29504-29506","	FLORENCE SC 29505"
"	29511, 29544","	AYNOR SC 29511"
"	29526-29528","	CONWAY SC 29526"
"	29532, 29540","	DARLINGTON SC 29532"
"	29550-29551","	HARTSVILLE SC 29550"
"	29575, 29587","	SURFSIDE BEACH SC 29575"
"	29577-29578","	MYRTLE BEACH SC 29577"
"	29582, 29597-29598","	NORTH MYRTLE BEACH SC 29582"
"	29606-29607","	GREENVILLE SC 29606"
"	29609, 29613-29614","	GREENVILLE SC 29609"
"	29610-29611, 29617","	GREENVILLE SC 29610"
"	29615-29616","	GREENVILLE SC 29615"
"	29621-29626","	ANDERSON SC 29621"
"	29631-29634","	CLEMSON SC 29631"
"	29640-29642","	EASLEY SC 29640"
"	29646-29649","	GREENWOOD SC 29649"
"	29650-29652","	GREER SC 29650"
"	29653, 29695","	HODGES SC 29653"
"	29672, 29678-29679","	SENECA SC 29678"
"	29708, 29715-29716","	FORT MILL SC 29708"
"	29720-29722","	LANCASTER SC 29720"
"	29730-29731, 29733-29734","	ROCK HILL SC 29730"
"	29801-29802, 29805","	AIKEN SC 29801"
"	29803-29804, 29808","	AIKEN SC 29803"
"	29812-29813","	BARNWELL SC 29812"
"	29835, 29899","	MC CORMICK SC 29835"
"	29841-29842, 29860-29861","	NORTH AUGUSTA SC 29841"
"	29901, 29907","	BEAUFORT SC 29907"
"	29902-29906","	BEAUFORT SC 29903"
"	29912, 29936","	RIDGELAND SC 29936"
"	29913, 29924","	HAMPTON SC 29924"
"	29914, 29940","	SEABROOK SC 29940"
"	29915, 29925-29926","	HILTON HEAD ISLAND SC 29926"
"	29918, 29939","	ESTILL SC 29918"
"	29928, 29938","	HILTON HEAD ISLAND SC 29928"
"	30003, 30093","	NORCROSS GA 30093"
"	30005, 30022-30023","	ALPHARETTA GA 30005"
"	30006-30007, 30067","	MARIETTA GA 30067"
"	30008, 30064","	MARIETTA WESTSIDE GA 30064"
"	30010, 30092","	NORCROSS GA 30092"
"	30013, 30094","	CONYERS GA 30013"
"	30014, 30016","	COVINGTON GA 30014"
"	30028, 30040","	CUMMING GA 30028"
"	30034-30036","	DECATUR GA 30034"
"	30038, 30058","	LITHONIA GA 30038"
"	30042, 30044","	LAWRENCEVILLE GA 30044"
"	30043, 30049","	LAWRENCEVILLE GA 30043"
"	30047-30048","	LILBURN GA 30047"
"	30060-30061, 30063, 30065, 30069","	MARIETTA GA 30060"
"	30080-30082","	SMYRNA GA 30080"
"	30083, 30086, 30088","	STONE MOUNTAIN GA 30083"
"	30084-30085","	TUCKER GA 30084"
"	30095-30096, 30098-30099","	DULUTH GA 30096"
"	30101-30102","	ACWORTH GA 30101"
"	30106, 30168","	AUSTELL GA 30106"
"	30112, 30116-30117, 30119","	CARROLLTON GA 30116"
"	30114, 30169","	CANTON GA 30114"
"	30120-30121","	CARTERSVILLE GA 30120"
"	30132, 30157","	DALLAS GA 30132"
"	30134-30135, 30154","	DOUGLASVILLE GA 30135"
"	30144, 30156","	KENNESAW GA 30144"
"	30161-30162, 30164-30165","	ROME GA 30161"
"	30223-30224","	GRIFFIN GA 30223"
"	30236-30238","	JONESBORO GA 30236"
"	30240-30241, 30261","	LAGRANGE GA 30240"
"	30252-30253","	MCDONOUGH GA 30253"
"	30263-30265, 30271","	NEWNAN GA 30263"
"	30297-30298","	FOREST PARK GA 30297"
"	30301, 30370-30371","	ATLANTA GA 30301"
"	30313-30314","	ATLANTA GA 30313"
"	30318, 30377","	ATLANTA GA 30318"
"	30319, 31119","	ATLANTA GA 30319"
"	30325, 30327","	ATLANTA GA 30325"
"	30338, 30346, 30356","	DUNWOODY GA 30338"
"	30340, 30360, 30362","	DORAVILLE GA 30340"
"	30345, 30359","	ATLANTA GA 30345"
"	30350, 31150","	ATLANTA GA 30350"
"	30414, 30417, 30438","	CLAXTON GA 30417"
"	30453, 30499","	REIDSVILLE GA 30453"
"	30458-30459, 30461","	STATESBORO GA 30458"
"	30474-30475","	VIDALIA GA 30474"
"	30501, 30507","	GAINESVILLE GA 30501"
"	30503-30504, 30506","	GAINESVILLE GA 30504"
"	30510, 30531","	CORNELIA GA 30531"
"	30512, 30514","	BLAIRSVILLE GA 30512"
"	30529-30530, 30599","	COMMERCE GA 30529"
"	30533, 30597","	DEHLONEGA GA 30533"
"	30701, 30703","	CALHOUN GA 30701"
"	30719-30720, 30722","	DALTON GA 30720"
"	30750, 37350","	LOOKOUT MOUNTAIN TN 37350"
"	30818, 30833","	WRENS GA 30833"
"	30901, 30903-30904, 30912, 30999","	AUGUSTA GA 30901"
"	30906, 30916","	AUGUSTA GA 30906"
"	30907, 30917","	AUGUSTA GA 30907"
"	30909, 30919","	AUGUSTA GA 30909"
"	31010, 31015","	CORDELE GA 31015"
"	31021, 31027, 31040","	DUBLIN GA 31021"
"	31028, 31093","	CENTERVILLE GA 31028"
"	31050, 31066","	MUSELLA GA 31066"
"	31059, 31061-31062","	MILLEDGEVILLE GA 31061"
"	31088, 31095, 31098-31099","	WARNER ROBINS GA 31088"
"	31201, 31211, 31217","	MACON GA 31201"
"	31204, 31210, 31220-31221","	MACON GA 31204"
"	31205-31206, 31216","	MACON GA 31206"
"	31310, 31313-31315","	HINESVILLE GA 31313"
"	31401-31402, 31407-31408, 31415, 31421","	SAVANNAH GA 31401"
"	31403, 31405","	SAVANNAH GA 31403"
"	31404, 31414","	SAVANNAH GA 31404"
"	31406, 31411, 31416","	SAVANNAH GA 31406"
"	31419-31420","	SAVANNAH GA 31419"
"	31501-31503","	WAYCROSS GA 31501"
"	31513, 31515","	BAXLEY GA 31513"
"	31520-31521, 31523, 31525, 31527","	BRUNSWICK GA 31520"
"	31522, 31524, 31561","	BRUNSWICK GA 31522"
"	31533-31535","	DOUGLAS GA 31533"
"	31545-31546, 31598-31599","	JESUP GA 31545"
"	31601-31602, 31604-31605","	VALDOSTA GA 31602"
"	31603, 31606, 31698-31699","	VALDOSTA GA 31603"
"	31701, 31705, 31707, 31721","	ALBANY GA 31701"
"	31702-31704, 31706, 31708","	ALBANY GA 31702"
